"Agent","AgentID","Cond","Qnum","Confidence","row"
"Human",85,"4c",4,50,5084
"Human",85,"4c",5,50,5085
"Human",85,"4c",6,50,5086
"Human",85,"4c",7,100,5087
"Human",85,"4c",8,50,5088
"Human",85,"4c",9,50,5089
"Human",85,"4c",10,50,5090
"Human",85,"4c",11,50,5091
"Human",85,"4c",12,100,5092
"Human",85,"4c",13,50,5093
"Human",85,"4c",14,100,5094
"Human",85,"4c",15,50,5095
"Human",85,"4c",16,50,5096
"Human",85,"4c",17,50,5097
"Human",85,"4c",18,50,5098
"Human",85,"4c",19,50,5099
"Human",85,"4c",20,50,5100
"Human",86,"op",1,90,5101
"Human",86,"op",2,10,5102
"Human",86,"op",3,10,5103
"Human",86,"op",4,60,5104
"Human",86,"op",5,90,5105
"Human",86,"op",6,98,5106
"Human",86,"op",7,30,5107
"Human",86,"op",8,50,5108
"Human",86,"op",9,20,5109
"Human",86,"op",10,30,5110
"Human",86,"op",11,100,5111
"Human",86,"op",12,40,5112
"Human",86,"op",13,5,5113
"Human",86,"op",14,10,5114
"Human",86,"op",15,100,5115
"Human",86,"op",16,80,5116
"Human",86,"op",17,60,5117
"Human",86,"op",18,30,5118
"Human",86,"op",19,2,5119
"Human",86,"op",20,2,5120
"Human",86,"2c",1,100,5121
"Human",86,"2c",2,60,5122
"Human",86,"2c",3,100,5123
"Human",86,"2c",4,80,5124
"Human",86,"2c",5,90,5125
"Human",86,"2c",6,30,5126
"Human",86,"2c",7,60,5127
"Human",86,"2c",8,70,5128
"Human",86,"2c",9,60,5129
"Human",86,"2c",10,70,5130
"Human",86,"2c",11,100,5131
"Human",86,"2c",12,80,5132
"Human",86,"2c",13,70,5133
"Human",86,"2c",14,60,5134
"Human",86,"2c",15,100,5135
"Human",86,"2c",16,80,5136
"Human",86,"2c",17,73,5137
"Human",86,"2c",18,30,5138
"Human",86,"2c",19,20,5139
"Human",86,"2c",20,100,5140
"Human",86,"4c",1,100,5141
"Human",86,"4c",2,80,5142
"Human",86,"4c",3,30,5143
"Human",86,"4c",4,70,5144
"Human",86,"4c",5,100,5145
"Human",86,"4c",6,93,5146
"Human",86,"4c",7,40,5147
"Human",86,"4c",8,60,5148
"Human",86,"4c",9,90,5149
"Human",86,"4c",10,80,5150
"Human",86,"4c",11,64,5151
"Human",86,"4c",12,80,5152
"Human",86,"4c",13,67,5153
"Human",86,"4c",14,73,5154
"Human",86,"4c",15,100,5155
"Human",86,"4c",16,70,5156
"Human",86,"4c",17,69,5157
"Human",86,"4c",18,37,5158
"Human",86,"4c",19,67,5159
"Human",86,"4c",20,70,5160
"Human",87,"op",1,100,5161
"Human",87,"op",2,80,5162
"Human",87,"op",3,100,5163
"Human",87,"op",4,80,5164
"Human",87,"op",5,80,5165
"Human",87,"op",6,100,5166
"Human",87,"op",7,100,5167
"Human",87,"op",8,20,5168
"Human",87,"op",9,80,5169
"Human",87,"op",10,100,5170
"Human",87,"op",11,100,5171
"Human",87,"op",12,30,5172
"Human",87,"op",13,60,5173
"Human",87,"op",14,90,5174
"Human",87,"op",15,10,5175
"Human",87,"op",16,10,5176
"Human",87,"op",17,10,5177
"Human",87,"op",18,10,5178
"Human",87,"op",19,30,5179
"Human",87,"op",20,20,5180
"Human",87,"2c",1,100,5181
"Human",87,"2c",2,100,5182
"Human",87,"2c",3,100,5183
"Human",87,"2c",4,80,5184
"Human",87,"2c",5,50,5185
"Human",87,"2c",6,100,5186
"Human",87,"2c",7,100,5187
"Human",87,"2c",8,30,5188
"Human",87,"2c",9,50,5189
"Human",87,"2c",10,100,5190
"Human",87,"2c",11,100,5191
"Human",87,"2c",12,60,5192
"Human",87,"2c",13,80,5193
"Human",87,"2c",14,80,5194
"Human",87,"2c",15,40,5195
"Human",87,"2c",16,20,5196
"Human",87,"2c",17,30,5197
"Human",87,"2c",18,20,5198
"Human",87,"2c",19,50,5199
"Human",87,"2c",20,30,5200
"Human",87,"4c",1,100,5201
"Human",87,"4c",2,80,5202
"Human",87,"4c",3,80,5203
"Human",87,"4c",4,50,5204
"Human",87,"4c",5,80,5205
"Human",87,"4c",6,80,5206
"Human",87,"4c",7,100,5207
"Human",87,"4c",8,50,5208
"Human",87,"4c",9,80,5209
"Human",87,"4c",10,80,5210
"Human",87,"4c",11,100,5211
"Human",87,"4c",12,60,5212
"Human",87,"4c",13,20,5213
"Human",87,"4c",14,50,5214
"Human",87,"4c",15,60,5215
"Human",87,"4c",16,20,5216
"Human",87,"4c",17,30,5217
"Human",87,"4c",18,60,5218
"Human",87,"4c",19,80,5219
"Human",87,"4c",20,60,5220
